,image,bookName,author,publisher,price,title,text,pages,dimensons,publicationDate,language,isbn,interpreter
10,https://i.idefix.com/cache/500x400-0/originals/0001785551001-1.jpg,Bir Yudum Gülmece,Nezaket Durmuşlar Adıgüzel,Payda Yayıncılık,"13,0 TL",Bir Yudum Gülmece Kitap Açıklaması,"
bulutsuz gökyüzü
yere inmiş sanki
maviş, sakin, durgun
ak şalına bürünmüş
keskin yamaçlar
sivri tepeler
vagonlar gibi dizili peşpeşe
gülümsüyor güneşe
bu ne estetik
bu ne doyulmaz tat
kayboluyorum içlerinde her gün
ne güzel şey doğayı yaşamak.
(Tanıtım Bülteninden)
 
",,"13,5 x 21",2018,,9786055223717,
11,https://i.idefix.com/cache/500x400-0/originals/0000000267419-1.jpg,Hayal ve Gerçek,Mahmut Makal,Literatür Yayıncılık,"67,5 TL",Hayal ve Gerçek Kitap Açıklaması,"
Zamanımızda edebiyatın böylesine ancak ekmek gibi alınteriyle kazanılmış ve tadına varılmış bir kültürle varabiliyor. Mahmut Makal'ın düşüncesi iş ve gerçek kadar kitaplarla da yoğrulmuş. Ama kitaplar, birçok yazarımızda olduğu gibi, gerçeğin önüne perde çekecek yerde, mevcut perdeleri kaldırmaya yaramışlar. İşte akıyla karasıyla, zehiri balıyla, bizim köy: Okuyun bakalım, bizim demeye diliniz varacak mı?Sabahattin Eyuboğlu (Kitaplar dergisi)İnsan Hayal ve Gerçek'i okurken, bu notların bir bozkır köyünden alınmış intibalarla yazılmış olduğunu unutuyor da, hatırada manzara manzara, olay olay, hikâye hikâye kalmış birçok köyün canlandığını hissediyor. ""Alışveriş""i okurken, bir güney köyünde, bir nahiye müdürünün hüzünlü bir dille köyde kızların babaları tarafından nasıl satıldığını anlattığı bir kış gecesini hatırlıyor; seçime ait bölümlerde de muhtelif köyleri, muhtelif günleri ile yeniden yaşar gibi oluyorum. Her gelen hatibi sükûnetle dinleyen, alkışlayan, uğurlayan, fakat kararını hiç belli etmeden, göğsündeki küçük pusulanın oy sandığına gireceği günü bekleyen kadınlardan, erkeklerden müteşekkil halkalar, kümeler...Dr A. Ferhan Oğuzkan (Varlık)",241,,2008,Türkçe,9789750404450,
12,https://i.idefix.com/cache/500x400-0/originals/0001902743001-1.jpg,Okul Müdürünün Günlüğünden - Yaşanmış İbretli Anılar,Kadir Keskin,Erguvan Yayınları,"56,0 TL",Okul Müdürünün Günlüğünden - Yaşanmış İbretli Anılar Kitap Açıklaması,"
Keşke ÖncedenBöyle Bir Kitapla Karşılaşmış Olsaydım""Gençler bilebilse, yaşlılar yapabilse."" Birikim ve enerjinin bir türlü bir araya gelmeyişinin hikâyesidir bu söz.Değerli Eğitimci-Yazar Kadir KESKİN'in yazıp söyledikleri de, birikim ve enerjinin bir araya geldiği hayatın içinden yaşanmış ibretli gerçeklerdir.""Elli yıl eğitime emek vermenin getirdiği sosyal bir birikim olmalıydı ve bunlar başkalarıyla paylaşıldıkça değer bulacaktı. Öyle ise, elli yılın tecrübesini paylaşmaya açmalıydım. Gelecek kuşaklar için oluşturulacak toplumsal hafızaya katkı sağlamalıydım."" diyen Kadir KESKİN, bu defa 50 yıllık mesleki tecrübesini hem genç meslektaşlarıyla, hem ebeveynlerle, hem de öğrencilerle paylaşıma açmaktadır.İşte emekli meslektaşlarının ""Keşke mesleğimin başlangıcında böyle bir kitapla karşılaşsaydım"",  genç meslektaşlarının da  ""Mesleğimin başlangıcında  böyle bir kitapla karşılaştığım  için kendimi mutlu hissediyorum."" diyerek okudukları  ve okuyarak istifade edecekleri  böyle bir eserin  15. Baskısı yayınevimizce yayınlandı. 25 baskı yapmış ""Kırk Gün Kırk Programlı Yaz Tatili Dini Bilgiler"" kitabıyla birlikte, 2.Baskısı Manisa Valiliği tarafından yapılan "" Manisa'da Vakıf İzleri ve İz Bırakanlar"",""Yalancılar Kahvesi "" isimli eserleri de bulunan Kadir KESKİN'in  ""Telafisi Mümkün Olmayan Pişmanlıklar"" isimli kitabı da Ekim ayında yayınevimizce yayınlandı.
 
(Tanıtım Bülteninden)
 
",480,"13,5 x 21",2021,Türkçe,9786059634601,
13,https://i.idefix.com/cache/500x400-0/originals/0000000419360-1.jpg,Göçmen Diplomat,Aziz Yakın,Kanes Yayınları,"54,6 TL",Göçmen Diplomat Kitap Açıklaması,"
Sururi ağabeye bir gün, benden sonra işe başlamış olan, ""müteveffa"" sözcüğünü ""âteşin"" diye çeviren kişinin ücretine zam geldiğini, benim ise hâlâ beklediğimi söyledim. Aramızda şu konuşma geçti:Sen sigara içer misin?Hayırİçki içer misin?HayırPoker oynar mısın?HayırHovardalığın var mı?HayırÂmirlerini yemeğe götürür müsün?HayırKardeşim, sana söyleyeceğim iki şey var:   1- Şair demiş ki;İç bade, güzel sev, var ise akl-ı şuurunDünya var imiş ya ki yok imiş ne umurun2- Yükselmenin üç şartı vardırDelk-i temas, iltimas, maden-i has""Göçmen Diplomat"", hayatı boyunca bu kolaycı bakış açısıyla; rüşvetle, adam kayırmayla, haksızlıklarla savaşmış bir diplomat olan AZİZ YAKIN'ın değerli deneyimlerini aktardığı bir çalışmadır.Ülkemizin yakın geçmişiyle ilgili bir kaynak olan bu ibret verici anıları, gençlerimizin kendilerine çizecekleri yolda bir kılavuz olarak görmeleri umulmaktadır.",208,,2012,Türkçe,9786054478378,
14,https://i.idefix.com/cache/500x400-0/originals/0000000365900-1.jpg,Şirince Meydan Muharebelerinin Mufassal Tarihçesi,Sevan Nişanyan,Everest Yayınları,"25,2 TL",Şirince Meydan Muharebelerinin Mufassal Tarihçesi Kitap Açıklaması,"
Günümüzün dikkat çekici düşünce adamlarından Sevan Nişanyan, İzmir'in Şirince köyünde giriştiği turizm faaliyetlerinin hikâyesini anlatıyor bu kez. Devlet kurumlarıyla çetin ve zorlu kapışmaları göze alan bir hikâye... Defalarca engellenmeye çalışılan bu faaliyetin serüveni, Sevan Nişanyan'ın kendine özgü anlatımıyla, kimi zaman gülünç kimi zaman düşündürücü bir anlatı tadını taşıyor..",240,,2011,Türkçe,9789752898783,
15,https://i.idefix.com/cache/500x400-0/originals/0000000324497-1.jpg,Bir Zamanlar Çıfıt Çarşısı,Beki L. Bahar,Pan Yayıncılık,"32,5 TL",Bir Zamanlar Çıfıt Çarşısı Kitap Açıklaması,"
",204,,2010,Türkçe,9789944396684,
16,https://i.idefix.com/cache/500x400-0/originals/0001950407001-1.jpg,Down Sendromu - Sabır Taşını Çatlatanlar,Hamdi Öztürk,Gece Kitaplığı,"50,4 TL",Down Sendromu - Sabır Taşını Çatlatanlar Kitap Açıklaması,"
Down Sendromu Nasıl Meydana GelİrDown Sendromunun nasıl oluştuğunu anlayabilmek için genetik konusunda biraz daha ayrıntılı bilgiye ihtiyaç vardır. Sahip olduğumuz hücrelerin çekirdeklerinin genlerden oluştuğunu ve taşıdığımız fiziksel özelliklerle, kişiliğimizin ana elemanlarının, bu genlerde kodlanmış olduğundan söz etmiştik. Genlerimiz birbirlerine kromozom denilen çubuklarla bağlıdır. Çoğumuzun her hücresinde bulunan (46) kromozom, çiftler halinde kümelenmişlerdir. Bu durumda hücrelerimiz (23) çift kromozoma sahiptirler.
Kromozom çiftlerimizin biri annemizin yumurtasından, diğeri babamızın sperminden gelmektedir. İnsan vücudundaki yumurta veya spermlerin hücrelerine ‘GERM HÜCRELER.’ denir ve sadece bunlara ait bir tek hücreler (23) kromozomdan oluşmuştur.
KEREM’E sor suskunluğu, yalnızlığı, kaderiAnaya - babaya sor sabrı, özveriyi, kederiBahara sor papatyaları, çiçekleri, laleleri, gülleriVERENE sor hikmeti, kerameti, bereketi, adaleti!
Mecnun’a sor susuzluğu, özveriyi, dertleriLeyla’ya sor aşkı, sevdayı, özlemi, hasretiVefaya sor sadakati, kabahati, ihaneti
MEVLA’YA sor azameti, hidayeti, delaleti!Anaya sor sevgiyi, merhameti, yüreğiAşığa sor sazları, sözleri, ezgileriŞaire sor eserleri, şiirleri, değeriBülbüle sor gülleri, güzellikleri, seheri
 
(Tanıtım Bülteninden)
 
",374,"13,5 x 21",2021,Türkçe,9786258032758,
17,https://i.idefix.com/cache/500x400-0/originals/0000000326180-1.jpg,Yaşadıklarım ve Düşlediklerim,Gülten Dayıoğlu,Altın Kitaplar,"54,0 TL",Yaşadıklarım ve Düşlediklerim Kitap Açıklaması,"
Çocukluğumda çok yaramazdım. Annem, benden söz ederken, ""Benim kız öyle yaramaz ki, gün olur düz duvara tırmanır, gün olur gökyüzüne kement atar,"" derdi. Büyüyüp olgunlaşsam da, ben hâlâ eserlerimi yazarken, bir bakıma gökyüzüne kement atıyorum. Düşler, düşünceler, türlü fanteziler, en çok da yüreğime sığdıramayacağım kadar sevgi ve coşku yakalıyorum. Yetmiş iki kitabımı, işte o ganimetlerle yazdım. Eserlerimle ben bir bütünüz. Başka bir deyişle, eserlerimin yazılış öyküleri, YAŞADIKLARIMLA DÜŞLEDİKLERİM'in bileşiminden oluşuyor.",320,,2010,Türkçe,9789752112087,
18,https://i.idefix.com/cache/500x400-0/originals/0001928835001-1.jpg,Büyükelçinin Gözünden Suriye,Ömer Önhon,Remzi Kitabevi,"72,45 TL",Büyükelçinin Gözünden Suriye Kitap Açıklaması,"
Suriye‘yle 1998’de savaşın eşiğindeydik. 2010’lu yıllara gelindiğinde ise, karşılıklı vizeleri kaldırmış, ortak Bakanlar Kurulu toplantıları yapıyorduk. Arap Baharı Mart 2011’de Suriye’ye de geldi. Sokak gösterileri bir süre sonra iç savaşa evrildi. 6,5 milyon Suriyeli ülkesinden kaçtı. Türkiye’nin yanısıra Rusya, ABD, İran, Hizbullah, cihatçı gruplar sahnenin başlıca aktörleri oldular. Suriye krizi, büyük insanlık dramlarına yol açtı. Krizin etkileri ülke sınırlarının ötesine yayıldı.
Bu duruma nasıl gelindi? Müslüman Kardeşler’in rolü neydi? Yedi saate yakın süren Esad-Davutoğlu görüşmesinde ne konuşuldu? Esad, Türkiye’nin yardım çabalarını nasıl karşıladı? Türkiye ne zaman tutum değiştirdi? Kürtler Suriye’deki olayların neresindeydi, bugün neresindeler? Olayların bu noktaya gelmesi engellenebilir miydi?
27 Mart 2012’de Büyükelçiliğimizin kapısını kilitleyen Türkiye’nin Şam’daki son Büyükelçisi Ömer Önhon’un anı ve değerlendirmeleri merak edilen birçok sorunun yanıtını ve arka planını veriyor.
 
(Tanıtım Bülteninden)
 
",368,"14,5 x 22,5",2021,Türkçe,9789751420633,
19,https://i.idefix.com/cache/500x400-0/originals/0001913011001-1.jpg,Gelincik Çiçekleri,Ömer Oktay Balkır,Da Vinci Yayınları,"18,0 TL",Gelincik Çiçekleri Kitap Açıklaması,"
“Gerçek Hayatlardan Esinlenilmiştir”Kazanımlarım o kadar güzel ki, kaybettiklerim aklıma bile gelmiyor. Mesela çiçeklerim var, bahçeye diktiğim. İki ağacım var. Boncuk mavisi gözlerim yok ama olsun. Yeşil gözlü bir kedim var. Bütün sermayem aklım,ailem ve kitaplarım. Karlar yağar üşürüm, güneş yakar terlerim. Baharda gülümü koklarım. Sabır hoşgörü ve dualarım var.Eh insanız ya! Bunca güçlü varlığa, büyük kayıplarım da olacaktı elbet. Her şeye rağmen yaşamak ve yaşatmak gerek.
 
(Tanıtım Bülteninden)
 
",228,"13,5 x 21",2021,Türkçe,9786257271059,
20,https://i.idefix.com/cache/500x400-0/originals/0001945668001-1.jpg,Bir Kadın Politikacının Anıları,Esin Bozoğlu,Perseus Yayınevi,"48,15 TL",Bir Kadın Politikacının Anıları Kitap Açıklaması,"
“Matematik amfisinde dersteydim, arka kapıdan Esin dendiğini duydum. Bugün hatırlamıyorum ama yine yakın arkadaşlarımızdan ya Selami ya da Eftal'di; tutuklandıkları haberini verdi. İkinci tutukluluğu üç hafta kadar sürdü. Yine Nail Atlı'nın aracılığı ile Mustafa'yı ziyarete gittim. Mustafa geldi, biz onunla konuşurken, açılan kapıdan içeriye Deniz Gezmiş girdi. Arkasında Hüseyin ve Yusuf vardı. Deniz bana dikkatlice baktı, ""Lan Bozoğlu seni kafesleyen kız bu mu?"" dedi. Sonra kalın bir kahkaha atarak, ""Bacım sen bu herife nasıl güveniyorsun? Bunun okulda gezmediği kız kalmadı."" dedi.
Ben heyecandan kilitlenmiştim. Şaşkınlıkla, ""İstediğiniz bir şey var mı?"" diye sordum. Yine bir kahkaha attı; ""Yarın duruşmamız var. Silahlarımla birlikte tahliyemi isteyeceğim."" dedi ve çıkıp gittiler. Birkaç gün sonra Deniz'lere görüş yasağı kondu. Kısa bir süre sonra da 6 Mayıs 1972'de idam edildiler. Ben o tarihten beridir onlarla ilgili kitapları okuyamam ve resimlere bakamam.”
“Sayın Esin Bozoğlu SHP'de her kademede başarılı çalışmalar yapmış bir arkadaşımdır. Kadın ve gençlik örgütlenmesine önemli katkılar sağlamış, onurlu ilkeli duruşu ile tanıdığımız Esin Bozoğlu'nun deneyimlerini ve anılarını aktardığı kitabının yeni kuşaklar için yol gösterici olmasını diliyorum.”
Şişli Belediye BaşkanıMuammer Keskin
“Sayın Esin Bozoğlu siyasette tabandan gelip bileğinin hakkıyla Genel Sekreter Yardımcılığına kadar yükselmiş bir arkadaşımdır. Mücadeleci kimliği ile parti içind e ve sivil toplum örgütlerinde ilerici çalışmaları ile tanıdım. Özellikle kadın ve Gençlik örgütlenmelerine tükenmez çalışkanlığına, bir kadın ve bir anne olarak siyasette neler başarılabileceğine örnek oluşunun tanığı oldum. Şimdi bu çalışmalarının ürünü olan birikimlerini kitaplaştırarak bizimle paylaşıyor. Yeni kuşaklara ilham vereceği inancı ile başarılar diliyorum.”
İç İşleri Eski BakanıHasan Fehmi Güneş
 
(Tanıtım Bülteninden)
 
",381,"13,5 x 19,5",2021,Türkçe,9786257699457,
21,https://i.idefix.com/cache/500x400-0/originals/0001912895001-1.jpg,Zorlukları Aşarken 3. Cilt,Tayyar Altıkulaç,Türkiye Diyanet Vakfı Yayınları,"65,7 TL",Zorlukları Aşarken 3. Cilt Kitap Açıklaması,"
",446,"16 x 23,5",2021,Türkçe,9789753898607,
22,https://i.idefix.com/cache/500x400-0/originals/0000000674807-1.jpg,Birer Birer Terk Ettiler,Beyhan Gökbulut,Alfa Yayıncılık,"28,8 TL",Birer Birer Terk Ettiler Kitap Açıklaması,"
""Zihin mi bizi insan kılar, beden mi?"" Beyhan Gökbulut kırklı yaşlarına kadar bu sorunun cevabını bilmiyordu. Ama bir sabah uyandığında bedeninin onu yavaş yavaş terk etmeye başladığını hissetti. Önce sol eli, sonra diğerleri... ""Bedeninizi hareket ettiremeseydiniz kendinizi nasıl hissederdiniz?""  Bu kitap, ALS hastalığıyla yaşamak zorunda olan bir kadının umuda ve umutsuzluğa yolculuğu.  Hayatta neleri kaçırıp kaçırmadığımızı fark edebilmek için,  başka bir zihinle hayata bakabilmek için türlü zorluklarla  kaleme alınmış bir kitap.""Akıllı bir ağaca döndüm. Tek farkım, benim hareket etmek için rüzgar yerine insanlara ihtiyacım olması. Çok değil bir yıl önce çınar olmayı istemiştim. Sağlam, güçlü, yıllarca yaşayan bir çınar. O zamandan seçmişim nasıl yaşayacağımı. Bir ağaç üşümez miydi? Ben üşüyorum. Acıkmaz mı? Ben acıkıyorum. Acı çekiyorum. Kolum bacağım ağrıyor. Acaba bir ağacın aklı var mıdır? O da acı çeker mi? Acıkır mı? Dalları acır mı? Aslında güç olan, diğer insanların ağaç olmaması...""(Tanıtım Bülteninden)",235,,2015,Türkçe,9786051711997,Füsun Turcan Elmasoğlu
23,https://i.idefix.com/cache/500x400-0/originals/0000000520676-1.jpg,Sevgili Aliye' m,Orhan Selim Kocahanoğlu,Temel Yayınları,"38,0 TL",Sevgili Aliye' m Kitap Açıklaması,"
",293,,2006,Türkçe,9789754100952,Ayhan Özcan
24,https://i.idefix.com/cache/500x400-0/originals/0000000419857-1.jpg,Kalbur Saman İçinde,Orhan Birgit,Doğan Kitap,"9,35 TL",Kalbur Saman İçinde Kitap Açıklaması,"
Büyük çoğunluğunu ilk kez okuyacağınız olaylar, anılar ve portreler galerisi... Benzersiz bir çalışma.Türkiye basın ve politika tarihinin duayenlerinden, Orhan Birgit, anılarının ilk cildi Evvel Zaman İçinde'yi, 1965 genel seçimlerini anlatarak noktalamıştı. Elimizdeki ikinci cilt, 1965 seçimleri sonrasında Türkiye'nin politik ve toplumsal yaşamından, özel olarak da CHP'deki gelişmelerden kesitler aktararak, günümüze kadar geliyor. İsmet Paşa'lı yılların sonrasında Bülent Ecevit'in CHP Genel Başkanı olmasından Kıbrıs Barış Harekatı'na; 12 Mart'tan Milliyetçi Cephe hükümetlerine, Deniz'lerin idamından 12 Eylül'e, Turgut Özal'dan AKP dönemine açılan geniş bir yelpaze var karşımızda.İnce Kapak: ",228,,2012,Türkçe,9786050911619,
