,image,bookName,author,publisher,price,title,text,pages,dimensons,publicationDate,language,isbn,interpreter
10,https://i.idefix.com/cache/500x400-0/originals/0001696228001-1.jpg,Gece Saçlı Kırlangıçlar,Rabia Çelik Çadırcı,Aryen,"32,0 TL",Gece Saçlı Kırlangıçlar Kitap Açıklaması,"
 “Süheyla burada durdu; beyaz zemin üzerinde güvercin oya mendilini çıkarıp hafifçe gözlerini sildi. Arkasından konuşmaya devam etti: 
“Kadın şairi de, ‘Bu cadı için cehennem ateşi gerek.’ diyerek, hamamın külhanına atıp yakarlar.” 
Süheyla bunu söylerken, eliyle hafifçe bulundukları hamamın cehennemliğini işaret etmesi Müjgân’ın dikkatinden kaçmadı. Niçin yakılırdı kalpten damıtılan şiir yongaları? 
korkmak niçindi dizelerin çığlığından? 
oysa aynası değil miydi şiirler kalplerin? 
yakılmasın o güzel kalpler;
kanadından süzülerek kırlangıçların, dökülsün ruhsuz bedenlere 
‘yaşam’ olsun adı şiirlerin

Süheyla hikâyeyi bitirdiğinde Müjgân ile Cansel de gözyaşlarını tutamadı. 
Az sonra gözyaşlarından sıyrılıp, halvete gitmeye hazırlandılar. Boşalan ilk halvet yerine Müjgân gitti önce; defalarca yaptığı gibi yine kurnadan aldığı kırk tas su ile günah çıkardı ve tövbe etti kendince. Hamamın sıcacık sularıyla temizlenmiş teninde umutlarını yeniden yeşertmeye çalışıyordu; ruhu kirlerinden arınmalıydı artık ona göre..
(Tanıtım Bülteninden)
",,14x21 İlk Baskı,2017,,9786058304321,
11,https://i.idefix.com/cache/500x400-0/originals/0000000715522-1.jpg,Boşlukta Büyüyen,Eylem Ata Güleç,Nota Bene Yayınları,"30,1 TL",Boşlukta Büyüyen Kitap Açıklaması,"
Boşlukta Büyüyen, yazarın heybesinde ağır ağır biriken öykülerden oluşuyor. Söylenecek sözün çokluğundan ziyade dertten anlayan bir kitap. Eylem Ata Güleç, öykü severlerin adına edebiyat dergilerinden aşina oldukları bir yazar. Kitapta yer alan öykülerin yüzü, yaşadığı coğrafyaya dönük. Her öykü okuyucunun zihninde çitilendikçe sertleşen yeni bir leke gibi kalıyor. Öyle ki, kimi zaman Sur'da yıkıntılar arasında kalan bir bacak görüyor, kimi zaman kimselere söylenemeyen ama hep aklın bir köşesinde duran sözler duyuyoruz. Öyküleri, araya hiçbir mesafe koymayan içeriden bir ses anlatıyor. Eril dille bağını koparmış naif bir üslup can veriyor öykülere.  Metinler arasındaki dikiş izleri, öyküler okuruyla buluştukça belirginleşiyor.    Eylem Ata Güleç, birike çözüle, derlene dağıla ama yaşadığı coğrafyaya benzer mütevazi bir cesurlukla dökmüş öykü dağının eteğine sözcüklerini. Bir ateş yanıyor öykülerinde. Alevlerin kızılı kimi zaman yüzünüzde oynaşıyor, kimi zaman sıcağını hissediyorsunuz alnınızda. Ama yok, ateşi anlatmıyor Eylem Ata Güleç. Ateşi zaten metnin bir köşesinde yakmış, sıcağını, harını duyun diye. Onun anlattığı başka bir şey. Ateşin gölgesinde, kıyısında, ta içinde harlanan, küllenen, soğuyan yaşamları anlatıyor o. Ateşin kıyısında yazıp da ateşi anlatmamak, ama onu hissettirmek, metnin baş köşesine buyur edip de ondan bahsetmemek ustalık işi. Eylem Ata Güleç ilk kitabında bu ustalığı gösteren ender yazarlardan biri olarak çıkıyor okurun karşısına. Boşlukta Büyüyen, kazındıkça içe gömülen öykülerden oluşuyor. Kor içinde çırpınırken birlikte olmanın, yalnız olmanın, ölümlerin ve yaşıyor olmanın çetelesini, hesabını tutarak. Mahcup değil, cesur bir yaşam çağrısını da ihmal etmeyerek. Çocukların ellerindeki oyuncakların yüzü suyu hürmetine, dağıtıyor mürekkebi. Boşlukta büyüyen, boşlukta kendini var eden hayata inanarak. Hala..(Tanıtım Bülteninden)",96,,2016,Türkçe,9786059679671,Sibel Öz
12,https://i.idefix.com/cache/500x400-0/originals/0001843389001-1.jpg,Sağanak-Yıkım Günleri,Adnan Özyalçıner,Manos,"30,4 TL",Sağanak-Yıkım Günleri Kitap Açıklaması,"
1950 kuşağının en önemli öykücülerinden ve 2019 İstanbul Kitap Fuarı “Onur Yazarı” Adnan Özyalçıner 12 eserden oluşan tüm öyküleriyle Manos Kitap’ta…
“Yığınsal bir betonlaşmanın içindeyiz. Betonu, artık kazma kürekli ırgatlar yerine büyük, döner, dev beton makineleri karıyor. İstediğin yeri saniyesinde betonlaştırıyor. Bu durumda bir avuç toprak kalmıyor. Toprak kalmayınca çiçekten yoksun kalıyoruz. Çiçekleri unuttuk artık. Renklerini de kokularını da. Ama kokularını unutmamamızı isteyenler var. İyiliğimiz için. O yüzden oda spreyleriyle yatak odalarımıza, helalarımıza kadar evlerimiz çiçek kokularından geçilmiyor. Gerçeği bu kadar kokmazdı çünkü. Görmeden kokuyu algılayamayanlar için de kızıl gülle karanfilden, mor salkımlı leylağa kadar plastik çiçeklerimiz var. Herkes için. Gerçeğinden daha renkli, daha albenili. Unutulan, yitirilen, yerine konulamayan ne varsa, kitaplarda bulabilirsiniz şimdi. İstanbul’u gezmek, dolaşmak, görmek mi istiyorsunuz. İstanbul’u mu seviyorsunuz, İstanbul’da yaşamayı mı özlüyorsunuz, hemen kitapları indirin raflardan.”
 
(Tanıtım Bülteninden)
 
",,"13,5 x 19,5",2019,Türkçe,9786058035522,
13,https://i.idefix.com/cache/500x400-0/originals/0000000722679-1.jpg,Orhan Kemal Unutulmuş Öyküler,Işık Öğütçü,Everest Yayınları,"40,95 TL",Orhan Kemal Unutulmuş Öyküler Kitap Açıklaması,"
Orhan Kemal'in 1941-1967 yılları arasında çeşitli gazete ve dergilerde yazdığı öyküler, Unutulmuş Öyküler adıyla Keşif severlerle buluşuyor. Bu kitabın belki de en büyük sürprizi ilk kez gün ışığına çıkan ve Orhan Kemal'in Reşit Kemal müstearıyla Yeni Edebiyat dergisinde 15 Mayıs 1941'de yayımlanan ""Bir Genç Münevver"" isimli öyküsüdür. Öykülerin her birinin altına düşülen yıl, yazar ve yayın bilgisi, okurlar için müthiş bir arşiv niteliği taşıyor.  Bu elli dört öykünün tamamı, herkesçe bilinen Orhan Kemal klasiklerinin temellerinin nasıl atıldığının, metinlerdeki konu çeşitliliği ve anlatım zenginliğinin nereden geldiğinin tılsımını fısıldıyor. Çoğu öyküye eşlik eden tefrika tıpkıbasımlar da öykülerin nostaljik havasıyla bir bütünlük arz ediyor. ""Ne büyük bir yazarmış meğer o, buradaki 'mış'ı, bu kez bilinçle yerleştiriyorum tümceye. Onun öykülerini okumadan öykü yazmaya girişenler olduğunu biliyorum. İstiyorum ki onlar da keşfetsin Orhan Kemal'i, bu 'mış'ı biraz da onlar adına söylüyorum. Genç öykü yazarları, bir yanlarıyla eksiklik taşıyorsa eğer, bu Orhan Kemal'den bir çimdikçik bile tuz alamadıkları içindir belki, ama kendileri ayırdında mı acaba bunun?"" -M. Sadık Aslankara-(Tanıtım Bülteninden)",375,,2016,Türkçe,9786051850719,Emir Tali
14,https://i.idefix.com/cache/500x400-0/originals/0000000516760-1.jpg,Ara Beni Sesini Duyayım,Cafer Hergünsel,Broy Yayınevi,"9,75 TL",Ara Beni Sesini Duyayım Kitap Açıklaması,"
",96,,2006,Türkçe,9789756874110,Deniz Dalkıran
15,https://i.idefix.com/cache/500x400-0/originals/0000000597505-1.jpg,İstanbul Semt Öyküleri,Sara Gürbüz Özeren,Genç Damla Yayınevi,"42,0 TL",İstanbul Semt Öyküleri Kitap Açıklaması,"
Her karış toprağı tarih kokan İstanbul'un semtleri, mahalleleri, abideleri türlü türlü efsanelere konu olmuş, güzelliğini ilahi bir iksirden almış gibi gizemlidir. Dilden dile söylenen, kuşaktan kuşağa aktarılan İstanbul semt efsanelerinden derlediklerimizi; elimizin erdiği, dilimizin döndüğü, gücümüzün yettiği kadar siz okuyucularımızla paylaşmayı ve dünyanın incisi İstanbul'u, bir de efsanelerden dinlemenizi istedik. Elinizdeki bu kitabı okudukça, güzel İstanbul'u bir başka yönüyle tanıyacak, İstanbul gibi bir kente sahip olduğunuz için gurur duyacaksınız.(Tanıtım Bülteninden)",176,,2014,Türkçe,9786053838135,Eren Dedeleroğlu
16,https://i.idefix.com/cache/500x400-0/originals/0001697720001-1.jpg,Anne Kız Harikasın,Elif Türkölmez,Çınar Yayınları,"28,0 TL",Anne Kız Harikasın Kitap Açıklaması,"
 “Ablam banyoya girdikten kısa bir süre sonra içeride bir gümbürtü kopmuş, annem bağdaş kurduğu divandan çığlık atarak doğrulup banyoya koşmuştu. Ablam, incecik bir sızıyla tomurcuklanan memelerini görebilmek için lavabonun üstündeki aynaya bakmaya çalışmış. Boyu yetmediği ve üzerine çıkacak tabure bulamadığı için iki eliyle lavaboya bastırarak zıplamaya başlamış. Bir sıçramış, iki sıçramış üçüncüde lavabo aşağı inmiş.”

İncecik bir sızıyla tomurcuklanan memelerine banyo aynasından bakmak isteyen ablalar...
Bu yaz da tuzlu suya girip çıkamadık diye üzülen anneler...
Börekçiye, “Şekerliği masaya bırak,” diyen güzel gülüşlü abiler...
Hamile olduğunu doğurunca anlayan minnacık kadınlar...
Bataklıkta güneşlenen kaplumbağalar, kadınlar plajında zeytinyağlı sarmalar...
Toros’un bagajında bulgur ve salça satanlar, balık ekmeğin yanına buz gibi limonatalar... 

Elif Türkölmez’in öykülerinde hayat, kimsenin su vermediği saksılarda kendi kendine büyüyüveren otlar gibi yeşeriyor. Onun öykülerinde insanlar sadece mutlu olmak istiyor.

Anne Kız, Harikasın’da kendinize de rastlayacaksınız, şaşırmayın.
(Tanıtım Bülteninden)
",,14x20 İlk Baskı,2017,,9789753482813,
17,https://i.idefix.com/cache/500x400-0/originals/0000000651968-1.jpg,10 Amazon Yüksek Doz Yaşam, Kolektif ,Eton Yayıncılık,"18,25 TL",10 Amazon Yüksek Doz Yaşam Kitap Açıklaması,"
Eton Yayıncılık olarak bu içli seslenişe ilgisiz kalamazdık... O sesleniş, elinizde tuttuğunuz kitabın sayfalarında... Bu kitap, hastaları ve hastaların öyküsünü anlatmıyor. Neler mi var: Aşk, adanmışlık; aşkta temellenen dayanışma, sınırsız özveri... On savaşçı kadının öyküsünü okurken ""Yaşamın anlamı bu olmalı! Böyle bir şey olmalı yaşam!.."" diyeceksiniz. Gelecekle ilgili düşüncelerinizi bir daha gözden geçireceksiniz. Romanlar, öyküler, hedef kitle gözetilerek yazılır bazen. Böyle bir kaygısı olmayan bu kitaptaki öykülerin hedef kitlesi bizce, tüm insanlar: sağlıklılar (sokağa çıkmış insanlar, evlatlar, babalar, anneler, âşık gençler...), sağlık sorunlarıyla boğuşanlar... Sağlıkçılar (doktor, hemşire...), sağlıkla ilgili eğitimini sürdürenler... On savaşçı güzel kadın (Amazon); arkalarında yiğit kocalar, sevdikleri, sevenleri... Kadın erkek dayanışmasının en yüce örneği sergileniyor öykülerde. Zaman zaman gözyaşımzı tutamayacağınız duygu yüklü satırlardan çok şeyler öğreneceksiniz. Ama o on cesur, yürekli kadınla güçlü bir gönül bağı kuracaksınız. O kadınların gölgesindeki ""güzel adamları"", anneleri, babalan, kardeşleri ve arkadaşları kalbinizdeki en güzel köşeye bir ikon olarak yerleştireceksiniz.  (Tanıtım Bülteninden)",263,,2015,Türkçe,9786059210089,
18,https://i.idefix.com/cache/500x400-0/originals/0001840648001-1.jpg,Defo,Hakan Kurtaş,Doğan Kitap,"32,8 TL",Defo Kitap Açıklaması,"
Bu, tüm defolarıyla kendini bulmaya çalışanların hikâyesi. Yaşadıklarına rağmen ve yaşadıkları sayesinde daha çok kendi olmak için değişmek isteyenlerin hikâyesi. Tenha güneşli günlerde her dalganın kıvrıldığı ana, kalabalık kapalı bir havada her aralıktan geçen ışık huzmelerine eskisinden daha çok heyecanlananların hikâyesi. Tırmandığı her yokuşa da, tırmanırken arkasından iten her rüzgâra da teşekkür edenlerin hikâyesi.
Bu, onlarca minik öyküden oluşan, hepimizin tamamlanmak derdinde olmayan hikâyesi.
Umut müthiş bir şey. Sesiyle cam patlatabilecek alçak gönüllü bir operacı gibi. Sokak kenarlarından akıp anacaddede buluşan yağmur suyu gibi. Bir sürü insan yerine senin bacağına kıvrılan bir sokak kedisi gibi.
İyi ki varız. İyi ki umutluyuz.
 
(Tanıtım Bülteninden)
 
",,"16,6 x 21",2019,Türkçe,9786050942033,
19,https://i.idefix.com/cache/500x400-0/originals/0000000061476-1.jpg,Milli Savaş Hikayeleri,Yakup Kadri Karaosmanoğlu,İletişim Yayıncılık,"44,1 TL",Milli Savaş Hikayeleri Kitap Açıklaması,"
İstanbul'un işgalinden sonra gazetelerde siyasi yazı yazma hakkından yoksun kalan Yakup Kadri'nin Milli Mücadele'yi yansıtan ve gerçek olaylara dayanan Milli Savaş Hikayeler'nde, savaşın tüm acılarını yaşamış Batı Anadolu insannı yoksulluğu, uğradığı felaketlerin yaratmış olduğu umutsuzlukular dile getirilir. Karaosmanoğlu, bu hikayeleride bir yandan acımasız savaş  çarkı içinde ezilen insanların ruh halini tasvir ederken, diğer yandan da yanı topraklarda ilerde gelişecek mutlu değişimlerinde haberciliğini yapar.",188,,2008,Türkçe,9789754700725,
20,https://i.idefix.com/cache/500x400-0/originals/0000000545699-1.jpg,Avare,Bilge Şehnaz Kayı,Akçağ Yayınları,"19,5 TL",Avare Kitap Açıklaması,"
",112,,2013,Türkçe,9786053420361,Emin Bebek
